Date;Price
44561,00;46219.5
44560,00;47123.3
44559,00;46461.7
44558,00;47545.2
44557,00;50678.2
44556,00;50779.9
44555,00;50406.4
44554,00;50786.1
44553,00;50801.0
44552,00;48599.7
44551,00;48902.0
44550,00;46895.2
44549,00;46704.5
44548,00;46856.2
44547,00;46172.2
44546,00;47628.2
44545,00;48871.5
44544,00;48366.5
44543,00;46703.6
44542,00;50081.0
44541,00;49314.5
44540,00;47137.2
44539,00;47596.6
44538,00;50473.9
44537,00;50595.2
44536,00;50562.1
44535,00;49405.5
44534,00;49195.2
44533,00;53631.5
44532,00;56496.0
44531,00;57210.3
44530,00;56882.9
44529,00;57794.8
44528,00;57291.5
44527,00;54765.9
44526,00;53730.9
44525,00;58935.1
44524,00;57171.7
44523,00;57573.2
44522,00;56308.8
44521,00;58714.3
44520,00;59717.6
44519,00;58083.4
44518,00;56955.3
44517,00;60367.8
44516,00;60089.1
44515,00;63597.9
44514,00;65508.2
44513,00;64398.6
44512,00;64134.5
44511,00;64806.7
44510,00;64932.6
44509,00;66904.4
44508,00;67527.9
44507,00;63273.2
44506,00;61483.9
44505,00;60974.3
44504,00;61412.6
44503,00;62918.5
44502,00;63221.7
44501,00;60915.3
44500,00;61309.6
44499,00;61840.1
44498,00;62242.8
44497,00;60582.5
44496,00;58438.1
44495,00;60310.8
44494,00;63067.0
44493,00;60866.5
44492,00;61312.5
44491,00;60690.3
44490,00;62210.2
44489,00;65979.1
44488,00;64278.5
44487,00;62056.3
44486,00;61527.5
44485,00;60861.1
44484,00;61672.5
44483,00;57345.8
44482,00;57380.1
44481,00;56015.9
44480,00;57477.3
44479,00;54687.7
44478,00;54942.5
44477,00;53914.7
44476,00;53783.9
44475,00;55323.2
44474,00;51469.3
44473,00;49227.3
44472,00;48200.1
44471,00;47666.9
44470,00;48146.0
44469,00;43823.3
44468,00;41536.8
44467,00;41022.3
44466,00;42172.6
44465,00;43203.4
44464,00;42686.8
44463,00;42819.9
44462,00;44869.2
44461,00;43551.6
44460,00;40651.3
44459,00;42870.6
44458,00;47238.7
44457,00;48306.7
44456,00;47282.8
44455,00;47748.0
44454,00;48130.6
44453,00;47077.5
44452,00;44949.5
44451,00;46062.3
44450,00;45161.9
44449,00;44842.8
44448,00;46385.6
44447,00;46061.4
44446,00;46779.6
44445,00;52672.1
44444,00;51768.6
44443,00;49918.4
44442,00;49999.0
44441,00;49274.3
44440,00;48819.4
44439,00;47130.4
44438,00;46992.7
44437,00;48777.4
44436,00;48897.1
44435,00;49064.3
44434,00;46831.6
44433,00;48994.5
44432,00;47714.7
44431,00;49539.7
44430,00;49254.5
44429,00;48875.8
44428,00;49324.0
44427,00;46755.9
44426,00;44723.8
44425,00;44691.6
44424,00;45996.3
44423,00;46991.3
44422,00;47081.5
44421,00;47809.1
44420,00;44403.4
44419,00;45564.3
44418,00;45593.8
44417,00;46284.3
44416,00;43792.8
44415,00;44614.2
44414,00;42795.4
44413,00;40867.2
44412,00;39736.9
44411,00;38130.3
44410,00;39168.4
44409,00;39878.3
44408,00;41553.7
44407,00;42203.4
44406,00;40001.4
44405,00;40003.2
44404,00;39452.0
44403,00;37276.6
44402,00;35391.1
44401,00;33824.8
44400,00;33603.3
44399,00;32298.9
44398,00;32131.4
44397,00;29793.8
44396,00;30837.2
44395,00;31785.4
44394,00;31518.6
44393,00;31394.0
44392,00;31840.5
44391,00;32820.7
44390,00;32728.1
44389,00;33113.0
44388,00;34227.7
44387,00;33510.6
44386,00;33797.4
44385,00;32866.3
44384,00;33867.8
44383,00;34225.6
44382,00;33687.8
44381,00;35298.2
44380,00;34742.8
44379,00;33813.4
44378,00;33543.6
44377,00;35026.9
44376,00;35834.7
44375,00;34475.9
44374,00;34678.5
44373,00;32243.4
44372,00;31594.0
44371,00;34665.8
44370,00;33674.3
44369,00;32496.4
44368,00;31692.0
44367,00;35595.8
44366,00;35513.4
44365,00;35749.4
44364,00;38052.0
44363,00;38336.0
44362,00;40156.1
44361,00;40529.4
44360,00;39022.9
44359,00;35467.5
44358,00;37314.6
44357,00;36649.4
44356,00;37332.2
44355,00;33382.9
44354,00;33578.0
44353,00;35815.4
44352,00;35520.0
44351,00;36851.3
44350,00;39187.3
44349,00;37555.8
44348,00;36687.6
44347,00;37298.6
44346,00;35652.8
44345,00;34584.6
44344,00;35662.5
44343,00;38417.3
44342,00;39249.2
44341,00;38378.3
44340,00;38750.6
44339,00;34679.7
44338,00;37448.3
44337,00;37297.4
44336,00;40717.2
44335,00;36720.5
44334,00;42897.3
44333,00;43541.3
44332,00;46426.4
44331,00;46708.8
44330,00;49839.8
44329,00;49704.6
44328,00;49384.2
44327,00;56695.7
44326,00;55848.9
44325,00;58238.3
44324,00;58840.1
44323,00;57337.2
44322,00;56405.4
44321,00;57441.3
44320,00;53741.5
44319,00;57169.8
44318,00;56603.8
44317,00;57807.1
44316,00;57720.3
44315,00;53560.8
44314,00;54841.4
44313,00;55036.5
44312,00;54020.5
44311,00;48963.6
44310,00;50088.9
44309,00;51143.6
44308,00;51729.5
44307,00;53820.2
44306,00;56483.2
44305,00;55646.1
44304,00;56207.1
44303,00;60041.9
44302,00;61379.7
44301,00;63216.0
44300,00;62980.4
44299,00;63540.9
44298,00;59863.8
44297,00;59978.7
44296,00;59748.4
44295,00;58118.7
44294,00;58077.4
44293,00;55948.7
44292,00;57996.3
44291,00;58993.4
44290,00;58199.9
44289,00;57059.9
44288,00;58977.3
44287,00;58718.3
44286,00;58763.7
44285,00;58771.3
44284,00;57616.2
44283,00;55765.2
44282,00;55862.9
44281,00;55036.1
44280,00;51322.3
44279,00;52325.4
44278,00;54452.5
44277,00;54158.3
44276,00;57383.8
44275,00;58093.4
44274,00;58088.0
44273,00;57656.0
44272,00;58913.5
44271,00;56889.7
44270,00;55791.3
44269,00;59113.7
44268,00;61195.3
44267,00;57265.1
44266,00;57799.5
44265,00;55851.9
44264,00;54879.0
44263,00;52311.0
44262,00;50982.3
44261,00;48855.6
44260,00;48792.5
44259,00;48428.0
44258,00;50395.1
44257,00;48424.2
44256,00;49595.5
44255,00;45164.0
44254,00;46136.7
44253,00;46345.6
44252,00;46928.5
44251,00;49697.5
44250,00;48911.2
44249,00;54111.8
44248,00;57433.8
44247,00;55923.7
44246,00;55906.6
44245,00;51582.2
44244,00;52079.2
44243,00;49169.7
44242,00;47936.3
44241,00;48643.4
44240,00;47168.7
44239,00;47371.7
44238,00;47990.7
44237,00;44836.0
44236,00;46508.6
44235,00;46395.7
44234,00;38852.9
44233,00;39256.6
44232,00;38297.6
44231,00;36982.1
44230,00;37646.8
44229,00;35485.2
44228,00;33515.7
44227,00;33108.1
44226,00;34283.1
44225,00;34301.8
44224,00;33374.8
44223,00;30404.0
44222,00;32502.1
44221,00;32252.3
44220,00;32241.3
44219,00;32088.9
44218,00;33000.5
44217,00;30842.1
44216,00;35476.3
44215,00;36002.9
44214,00;36613.2
44213,00;35839.6
44212,00;36019.5
44211,00;36845.8
44210,00;39175.7
44209,00;37382.2
44208,00;34076.1
44207,00;35544.3
44206,00;38192.2
44205,00;40151.9
44204,00;40599.3
44203,00;39460.2
44202,00;36793.2
44201,00;33991.5
44200,00;32022.6
44199,00;32958.9
44198,00;32193.3
44197,00;29359.9
44196,00;28949.4
44195,00;28868.7
44194,00;27376.0
44193,00;27057.8
44192,00;26261.3
44191,00;26454.4
44190,00;24689.6
44189,00;23736.5
44188,00;23257.9
44187,00;23823.2
44186,00;22728.5
44185,00;23474.9
44184,00;23844.0
44183,00;23127.9
44182,00;22825.4
44181,00;21352.2
44180,00;19434.9
44179,00;19273.8
44178,00;19176.8
44177,00;18808.9
44176,00;18023.6
44175,00;18247.2
44174,00;18546.0
44173,00;18326.6
44172,00;19170.7
44171,00;19379.9
44170,00;19146.5
44169,00;18658.1
44168,00;19433.3
44167,00;19218.8
44166,00;18770.7
44165,00;19698.1
44164,00;18185.5
44163,00;17730.7
44162,00;17127.1
44161,00;17162.0
44160,00;18723.0
44159,00;19152.6
44158,00;18379.6
44157,00;18412.9
44156,00;18687.2
44155,00;18675.2
44154,00;17803.5
44153,00;17774.6
44152,00;17662.3
44151,00;16715.8
44150,00;15953.0
44149,00;16071.0
44148,00;16324.2
44147,00;16294.7
44146,00;15695.8
44145,00;15303.6
44144,00;15327.2
44143,00;15483.7
44142,00;14828.4
44141,00;15577.9
44140,00;15587.1
44139,00;14145.6
44138,00;14019.9
44137,00;13561.4
44136,00;13759.4
44135,00;13797.3
44134,00;13559.9
44133,00;13457.2
44132,00;13278.9
44131,00;13657.8
44130,00;13061.6
44129,00;13032.2
44128,00;13117.2
44127,00;12934.1
44126,00;12974.6
44125,00;12808.7
44124,00;11913.5
44123,00;11753.4
44122,00;11506.9
44121,00;11362.1
44120,00;11322.0
44119,00;11503.0
44118,00;11420.4
44117,00;11423.8
44116,00;11533.9
44115,00;11371.0
44114,00;11298.4
44113,00;11054.2
44112,00;10924.1
44111,00;10670.9
44110,00;10602.6
44109,00;10789.5
44108,00;10672.9
44107,00;10544.2
44106,00;10572.3
44105,00;10620.5
44104,00;10776.1
44103,00;10840.9
44102,00;10693.2
44101,00;10776.2
44100,00;10727.9
44099,00;10688.8
44098,00;10739.4
44097,00;10237.3
44096,00;10531.5
44095,00;10416.8
44094,00;10921.5
44093,00;11081.8
44092,00;10933.0
44091,00;10941.3
44090,00;10949.5
44089,00;10785.3
44088,00;10675.3
44087,00;10326.0
44086,00;10441.9
44085,00;10390.2
44084,00;10339.7
44083,00;10224.6
44082,00;10126.6
44081,00;10376.9
44080,00;10296.4
44079,00;10092.2
44078,00;10472.5
44077,00;10168.8
44076,00;11413.3
44075,00;11914.9
44074,00;11644.2
44073,00;11702.0
44072,00;11468.1
44071,00;11527.4
44070,00;11327.4
44069,00;11462.3
44068,00;11324.8
44067,00;11753.5
44066,00;11641.6
44065,00;11661.3
44064,00;11529.2
44063,00;11856.9
44062,00;11750.2
44061,00;11947.6
44060,00;12282.6
44059,00;11899.0
44058,00;11845.3
44057,00;11750.8
44056,00;11770.9
44055,00;11557.2
44054,00;11390.4
44053,00;11889.2
44052,00;11681.2
44051,00;11764.3
44050,00;11592.0
44049,00;11757.1
44048,00;11735.1
44047,00;11184.7
44046,00;11224.4
44045,00;11066.8
44044,00;11803.1
44043,00;11333.4
44042,00;11096.2
44041,00;11105.9
44040,00;10908.5
44039,00;11022.8
44038,00;9932.5
44037,00;9704.1
44036,00;9546.4
44035,00;9599.6
44034,00;9513.7
44033,00;9387.3
44032,00;9162.4
44031,00;9208.0
44030,00;9170.2
44029,00;9155.8
44028,00;9135.3
44027,00;9198.7
44026,00;9253.4
44025,00;9243.6
44024,00;9300.8
44023,00;9233.3
44022,00;9285.1
44021,00;9235.7
44020,00;9429.9
44019,00;9256.0
44018,00;9339.0
44017,00;9081.0
44016,00;9134.4
44015,00;9067.1
44014,00;9085.1
44013,00;9229.9
44012,00;9135.4
44011,00;9185.4
44010,00;9124.0
44009,00;9008.3
44008,00;9160.0
44007,00;9247.5
44006,00;9302.0
44005,00;9624.6
44004,00;9683.7
44003,00;9296.4
44002,00;9358.8
44001,00;9314.0
44000,00;9388.1
43999,00;9464.6
43998,00;9523.5
43997,00;9425.4
43996,00;9345.3
43995,00;9471.3
43994,00;9466.6
43993,00;9283.2
43992,00;9878.8
43991,00;9768.8
43990,00;9777.9
43989,00;9742.6
43988,00;9669.6
43987,00;9631.2
43986,00;9794.4
43985,00;9667.2
43984,00;9527.6
43983,00;10189.3
43982,00;9454.8
43981,00;9692.5
43980,00;9424.8
43979,00;9572.2
43978,00;9199.1
43977,00;8842.5
43976,00;8898.2
43975,00;8728.2
43974,00;9177.0
43973,00;9169.7
43972,00;9059.0
43971,00;9512.3
43970,00;9773.3
43969,00;9730.7
43968,00;9677.7
43967,00;9379.5
43966,00;9318.0
43965,00;9778.4
43964,00;9298.7
43963,00;8813.8
43962,00;8579.8
43961,00;8738.8
43960,00;9554.6
43959,00;9806.2
43958,00;9979.8
43957,00;9151.4
43956,00;9001.0
43955,00;8874.7
43954,00;8885.5
43953,00;8966.3
43952,00;8821.6
43951,00;8629.0
43950,00;8770.9
43949,00;7746.9
43948,00;7766.0
43947,00;7678.9
43946,00;7540.4
43945,00;7503.8
43944,00;7488.5
43943,00;7112.9
43942,00;6842.5
43941,00;6833.5
43940,00;7122.9
43939,00;7230.8
43938,00;7035.8
43937,00;7085.6
43936,00;6629.1
43935,00;6850.9
43934,00;6841.3
43933,00;6917.6
43932,00;6867.8
43931,00;6863.1
43930,00;7289.0
43929,00;7361.2
43928,00;7185.2
43927,00;7332.3
43926,00;6772.7
43925,00;6857.4
43924,00;6735.9
43923,00;6800.5
43922,00;6638.5
43921,00;6412.5
43920,00;6391.0
43919,00;5890.4
43918,00;6233.7
43917,00;6373.4
43916,00;6725.1
43915,00;6678.9
43914,00;6744.6
43913,00;6468.9
43912,00;5822.1
43911,00;6186.2
43910,00;6205.3
43909,00;6172.0
43908,00;5361.4
43907,00;5261.1
43906,00;5030.0
43905,00;5366.3
43904,00;5182.7
43903,00;5584.3
43902,00;4826.0
43901,00;7935.1
43900,00;7891.2
43899,00;7933.0
43898,00;8034.1
43897,00;8887.8
43896,00;9134.8
43895,00;9060.3
43894,00;8757.9
43893,00;8761.4
43892,00;8904.8
43891,00;8540.0
43890,00;8543.7
43889,00;8697.5
43888,00;8818.6
43887,00;8800.3
43886,00;9317.2
43885,00;9662.7
43884,00;9942.7
43883,00;9655.7
43882,00;9684.5
43881,00;9602.4
43880,00;9609.4
43879,00;10158.4
43878,00;9701.4
43877,00;9932.3
43876,00;9907.7
43875,00;10333.0
43874,00;10235.1
43873,00;10317.7
43872,00;10229.5
43871,00;9854.1
43870,00;10151.5
43869,00;9895.5
43868,00;9818.6
43867,00;9772.0
43866,00;9611.8
43865,00;9193.9
43864,00;9296.6
43863,00;9334.9
43862,00;9381.6
43861,00;9349.1
43860,00;9507.3
43859,00;9298.9
43858,00;9377.3
43857,00;8866.6
43856,00;8607.8
43855,00;8341.6
43854,00;8439.9
43853,00;8405.1
43852,00;8678.5
43851,00;8732.6
43850,00;8641.9
43849,00;8706.2
43848,00;8916.3
43847,00;8913.1
43846,00;8726.9
43845,00;8818.3
43844,00;8829.2
43843,00;8111.4
43842,00;8187.6
43841,00;8024.1
43840,00;8187.1
43839,00;7842.4
43838,00;8059.6
43837,00;8155.7
43836,00;7759.1
43835,00;7372.5
43834,00;7376.8
43833,00;7343.1
43832,00;6967.0
43831,00;7199.8
43830,00;7196.4
43829,00;7261.8
43828,00;7397.5
43827,00;7321.5
43826,00;7261.7
43825,00;7210.9
43824,00;7224.8
43823,00;7268.3
43822,00;7322.8
43821,00;7495.8
43820,00;7156.2
43819,00;7196.4
43818,00;7165.5
43817,00;7276.0
43816,00;6613.3
43815,00;6903.5
43814,00;7128.5
43813,00;7080.8
43812,00;7255.2
43811,00;7208.0
43810,00;7208.0
43809,00;7235.7
43808,00;7355.8
43807,00;7524.4
43806,00;7510.9
43805,00;7530.8
43804,00;7399.2
43803,00;7204.4
43802,00;7291.8
43801,00;7298.2
43800,00;7396.4
43799,00;7546.6
43798,00;7742.7
43797,00;7426.7
43796,00;7510.6
43795,00;7162.8
43794,00;7115.6
43793,00;6924.7
43792,00;7324.1
43791,00;7272.5
43790,00;7627.9
43789,00;8099.3
43788,00;8145.7
43787,00;8208.4
43786,00;8509.8
43785,00;8497.3
43784,00;8476.3
43783,00;8661.2
43782,00;8783.1
43781,00;8812.6
43780,00;8736.9
43779,00;9036.8
43778,00;8804.5
43777,00;8778.2
43776,00;9223.5
43775,00;9338.9
43774,00;9310.8
43773,00;9396.4
43772,00;9198.3
43771,00;9300.6
43770,00;9230.1
43769,00;9152.6
43768,00;9157.9
43767,00;9411.3
43766,00;9207.2
43765,00;9529.6
43764,00;9230.6
43763,00;8658.3
43762,00;7422.7
43761,00;7477.0
43760,00;8031.4
43759,00;8208.2
43758,00;8223.4
43757,00;7957.3
43756,00;7948.5
43755,00;8073.3
43754,00;8000.4
43753,00;8167.2
43752,00;8353.3
43751,00;8281.5
43750,00;8304.4
43749,00;8267.8
43748,00;8562.3
43747,00;8566.7
43746,00;8182.9
43745,00;8198.6
43744,00;7881.9
43743,00;8127.3
43742,00;8148.1
43741,00;8226.9
43740,00;8364.1
43739,00;8302.7
43738,00;8284.3
43737,00;8049.1
43736,00;8208.5
43735,00;8184.9
43734,00;8063.8
43733,00;8432.4
43732,00;8513.9
43731,00;9702.2
43730,00;10031.6
43729,00;9993.0
43728,00;10172.7
43727,00;10250.5
43726,00;10164.7
43725,00;10195.7
43724,00;10255.5
43723,00;10311.5
43722,00;10337.3
43721,00;10342.1
43720,00;10415.1
43719,00;10162.5
43718,00;10105.4
43717,00;10309.0
43716,00;10402.8
43715,00;10461.1
43714,00;10309.3
43713,00;10566.9
43712,00;10568.2
43711,00;10612.3
43710,00;10348.8
43709,00;9729.3
43708,00;9594.4
43707,00;9585.4
43706,00;9491.0
43705,00;9729.4
43704,00;10184.8
43703,00;10371.8
43702,00;10136.3
43701,00;10131.0
43700,00;10388.7
43699,00;10105.0
43698,00;10141.5
43697,00;10752.6
43696,00;10910.7
43695,00;10312.7
43694,00;10218.1
43693,00;10335.6
43692,00;10303.4
43691,00;10049.4
43690,00;10892.9
43689,00;11394.2
43688,00;11517.2
43687,00;11314.5
43686,00;12089.8
43685,00;12191.6
43684,00;12013.9
43683,00;11480.9
43682,00;11816.8
43681,00;10934.6
43680,00;10815.7
43679,00;10520.1
43678,00;10380.0
43677,00;10082.0
43676,00;9580.7
43675,00;9580.9
43674,00;9727.8
43673,00;9492.1
43672,00;9831.0
43671,00;9945.3
43670,00;9804.3
43669,00;9888.7
43668,00;10412.5
43667,00;10714.4
43666,00;10826.7
43665,00;10571.5
43664,00;10651.4
43663,00;9723.2
43662,00;9424.8
43661,00;10845.9
43660,00;10200.1
43659,00;11364.9
43658,00;11762.1
43657,00;11342.3
43656,00;12110.6
43655,00;12541.5
43654,00;12252.6
43653,00;11415.9
43652,00;11268.0
43651,00;10970.2
43650,00;11163.1
43649,00;11900.8
43648,00;10835.9
43647,00;10616.6
43646,00;10818.6
43645,00;11906.5
43644,00;12409.1
43643,00;11287.8
43642,00;13063.8
43641,00;11809.9
43640,00;11046.4
43639,00;10897.1
43638,00;10721.7
43637,00;10179.3
43636,00;9517.0
43635,00;9255.4
43634,00;9080.6
43633,00;9318.8
43632,00;8962.5
43631,00;8812.5
43630,00;8656.1
43629,00;8219.0
43628,00;8133.1
43627,00;7888.0
43626,00;7987.8
43625,00;7635.0
43624,00;7901.4
43623,00;7985.2
43622,00;7784.9
43621,00;7779.1
43620,00;7685.5
43619,00;8124.8
43618,00;8728.6
43617,00;8545.7
43616,00;8558.3
43615,00;8271.9
43614,00;8647.8
43613,00;8716.3
43612,00;8760.1
43611,00;8630.2
43610,00;8027.4
43609,00;7970.1
43608,00;7852.1
43607,00;7635.7
43606,00;7930.3
43605,00;7965.3
43604,00;8157.2
43603,00;7262.6
43602,00;7359.5
43601,00;7871.8
43600,00;8164.6
43599,00;7994.6
43598,00;7806.0
43597,00;6984.8
43596,00;7190.3
43595,00;6386.0
43594,00;6191.5
43593,00;5990.3
43592,00;5849.5
43591,00;5745.1
43590,00;5774.9
43589,00;5830.9
43588,00;5766.8
43587,00;5493.8
43586,00;5384.2
43585,00;5320.8
43584,00;5235.0
43583,00;5302.3
43582,00;5265.9
43581,00;5298.3
43580,00;5209.1
43579,00;5415.6
43578,00;5511.6
43577,00;5346.7
43576,00;5243.5
43575,00;5290.2
43574,00;5241.0
43573,00;5264.7
43572,00;5208.3
43571,00;5180.9
43570,00;5032.3
43569,00;5134.8
43568,00;5051.8
43567,00;5054.2
43566,00;5022.6
43565,00;5307.8
43564,00;5158.4
43563,00;5245.2
43562,00;5173.6
43561,00;5046.2
43560,00;5010.2
43559,00;4902.4
43558,00;4968.7
43557,00;4859.3
43556,00;4145.1
43555,00;4102.3
43554,00;4111.8
43553,00;4102.2
43552,00;4025.6
43551,00;4041.7
43550,00;3942.8
43549,00;3937.0
43548,00;3994.7
43547,00;4002.5
43546,00;3990.4
43545,00;3982.2
43544,00;4041.2
43543,00;4017.0
43542,00;3990.2
43541,00;3981.5
43540,00;4006.4
43539,00;3924.3
43538,00;3879.0
43537,00;3865.1
43536,00;3886.0
43535,00;3870.3
43534,00;3915.2
43533,00;3944.3
43532,00;3865.9
43531,00;3875.1
43530,00;3863.0
43529,00;3857.2
43528,00;3715.9
43527,00;3809.5
43526,00;3823.1
43525,00;3821.9
43524,00;3816.6
43523,00;3814.6
43522,00;3810.3
43521,00;3833.7
43520,00;3755.2
43519,00;4120.4
43518,00;3965.2
43517,00;3936.6
43516,00;3972.4
43515,00;3914.3
43514,00;3896.0
43513,00;3664.2
43512,00;3616.8
43511,00;3604.7
43510,00;3592.6
43509,00;3611.5
43508,00;3632.0
43507,00;3631.8
43506,00;3679.0
43505,00;3661.4
43504,00;3661.7
43503,00;3397.7
43502,00;3404.3
43501,00;3468.4
43500,00;3462.8
43499,00;3459.1
43498,00;3502.5
43497,00;3467.9
43496,00;3437.2
43495,00;3460.0
43494,00;3414.8
43493,00;3442.8
43492,00;3555.6
43491,00;3570.9
43490,00;3572.0
43489,00;3574.3
43488,00;3561.5
43487,00;3580.1
43486,00;3536.7
43485,00;3542.3
43484,00;3677.8
43483,00;3605.6
43482,00;3626.4
43481,00;3588.0
43480,00;3571.3
43479,00;3638.1
43478,00;3490.2
43477,00;3597.2
43476,00;3616.5
43475,00;3603.7
43474,00;3978.0
43473,00;3971.0
43472,00;3985.9
43471,00;4004.1
43470,00;3785.4
43469,00;3802.7
43468,00;3780.1
43467,00;3873.8
43466,00;3809.4
43465,00;3709.4
43464,00;3815.0
43463,00;3706.8
43462,00;3861.6
43461,00;3586.9
43460,00;3793.7
43459,00;3762.5
43458,00;4026.1
43457,00;3944.4
43456,00;3964.4
43455,00;3850.9
43454,00;4076.0
43453,00;3687.1
43452,00;3668.0
43451,00;3526.1
43450,00;3247.9
43449,00;3228.7
43448,00;3247.8
43447,00;3315.3
43446,00;3466.1
43445,00;3407.7
43444,00;3460.5
43443,00;3567.5
43442,00;3430.4
43441,00;3422.2
43440,00;3508.6
43439,00;3771.6
43438,00;3958.5
43437,00;3897.8
43436,00;4160.4
43435,00;4196.2
43434,00;4039.7
43433,00;4296.5
43432,00;4265.4
43431,00;3866.5
43430,00;3837.0
43429,00;4062.2
43428,00;3920.4
43427,00;4398.0
43426,00;4356.0
43425,00;4638.7
43424,00;4524.6
43423,00;4883.8
43422,00;5658.3
